Player_Rank_Salary,Player_Name,Team_Salary,Salary_2025,Guaranteed_Salary,player_id,Player_Rank_Stats,Age,Team,Pos,FG,FG_Percent,ThreeP,ThreeP_Percent,TwoP,TwoP_Percent,eFG_Percent,FT,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,PTS,Awards,Log_Salary_2025
187,Ty Jerome,MEM,8781000.0,$18001050,jeromty01,48,28,MEM,SG,6.8,0.474,2.8,0.42,4.0,0.522,0.572,3.3,0.875,0.7,2.1,2.8,5.7,1.1,0.3,19.7,,15.988100854342132
188,Ausar Thompson,DET,8775000.0,$19892925,thompau01,219,23,DET,SF,4.2,0.525,0.1,0.25,4.1,0.537,0.53,1.5,0.571,2.1,3.7,5.7,3.1,2.0,0.9,9.9,DPOY-3,15.987417327316203
189,Brook Lopez,LAC,8750000.0,$8750000,lopezbr01,262,37,LAC,C,3.1,0.428,1.5,0.36,1.6,0.524,0.533,0.7,0.757,0.6,3.0,3.6,1.3,0.6,1.2,8.5,,15.984564258333798
190,Quentin Grimes,PHI,8741209.0,$8741209,grimequ01,135,25,PHI,SG,4.5,0.45,1.7,0.334,2.8,0.568,0.534,2.7,0.84,0.6,3.0,3.6,3.3,0.9,0.4,13.4,,15.983559067584522
191,Ron Holland,DET,8657280.0,$17726880,hollaro01,275,20,DET,SF,3.0,0.432,0.6,0.253,2.4,0.535,0.478,1.5,0.805,1.1,3.0,4.0,1.2,1.2,0.3,8.2,,15.973911143442912
192,Sam Merrill,CLE,8482144.0,$38000000,merrisa01,142,29,CLE,SG,4.3,0.461,3.0,0.421,1.3,0.596,0.624,1.1,0.855,0.5,2.0,2.6,2.4,0.6,0.1,12.8,,15.953473806000599
193,Jaylin Williams,OKC,8450704.0,$16225352,willija07,319,23,OKC,PF,2.3,0.423,1.5,0.383,0.8,0.531,0.563,1.1,0.793,0.5,5.0,5.5,2.4,0.5,0.6,7.2,,15.949760309472438
194,Shaedon Sharpe,POR,8399983.0,$98399983,sharpsh01,36,22,POR,SG,7.8,0.452,2.1,0.337,5.8,0.514,0.511,3.1,0.787,1.0,3.3,4.3,2.6,1.4,0.1,20.8,,15.94374024000197
195,Kelly Oubre Jr.,PHI,8382150.0,$8382150,oubreke01,116,30,PHI,SF,5.1,0.467,1.7,0.36,3.4,0.551,0.546,2.2,0.766,1.0,4.0,5.0,1.6,1.4,0.5,14.1,,15.941615002797368
196,Goga Bitadze,ORL,8333333.0,$15942029,bitadgo01,360,26,ORL,C,2.4,0.676,0.0,0.182,2.3,0.701,0.68,1.1,0.711,2.1,2.9,5.0,1.3,0.6,1.0,5.9,,15.935774054164364
197,Simone Fontecchio,MIA,8307692.0,$8307692,fontesi01,260,30,MIA,SF,2.8,0.412,1.8,0.375,1.0,0.497,0.542,1.2,0.843,0.8,2.2,3.0,1.4,0.5,0.1,8.5,,15.932692390589919
198,Tre Johnson,WAS,8237640.0,$16887240,johnstr03,155,19,WAS,SG,4.5,0.419,1.9,0.358,2.6,0.479,0.508,1.3,0.874,0.5,2.4,2.8,2.0,0.6,0.3,12.2,,15.924224453096127
200,Zeke Nnaji,DEN,8177778.0,$15644445,nnajize01,464,25,DEN,PF,1.4,0.47,0.3,0.259,1.1,0.588,0.517,0.7,0.773,0.6,2.0,2.6,0.6,0.3,0.5,3.7,,15.916931033536798
201,Deandre Ayton,LAL,33654814.0,$8104000,aytonde01,144,27,LAL,C,5.6,0.671,0.0,,5.6,0.671,0.671,1.3,0.645,2.6,5.4,8.0,0.8,0.6,1.0,12.5,,17.33166666474402
202,Tre Mann,CHO,8000000.0,$16000000,manntr01,386,24,CHO,PG,2.1,0.36,0.9,0.323,1.1,0.399,0.442,0.4,0.852,0.4,1.4,1.7,1.6,0.5,0.1,5.5,,15.89495209964411
203,Tre Jones,CHI,8000000.0,$16000000,jonestr01,115,26,CHI,PG,5.2,0.553,0.6,0.315,4.6,0.616,0.586,2.9,0.841,0.6,2.6,3.1,5.4,1.2,0.2,14.1,,15.89495209964411
204,Kevon Looney,NOP,8000000.0,$8000000,looneke01,502,29,NOP,C,1.2,0.417,0.1,0.154,1.1,0.489,0.433,0.3,0.7,2.3,3.3,5.6,1.6,0.4,0.5,2.8,,15.89495209964411
205,Anthony Black,ORL,7970280.0,$18076596,blackan01,100,22,ORL,PG,5.4,0.447,1.6,0.333,3.8,0.519,0.512,2.6,0.732,0.7,3.1,3.8,3.7,1.4,0.7,15.0,,15.891230181893333
206,Tidjane Salaün,CHO,7863240.0,$16101120,salauti01,359,20,CHO,PF,2.2,0.503,1.0,0.434,1.2,0.579,0.616,0.7,0.65,0.7,3.3,4.0,0.7,0.4,0.2,6.0,,15.877709293209104
207,Max Christie,DAL,7714286.0,$16000000,chrisma02,149,22,DAL,SG,4.2,0.441,2.3,0.404,1.8,0.502,0.566,1.6,0.899,0.2,3.0,3.2,2.0,0.6,0.4,12.3,,15.858584492510271
208,Dyson Daniels,ATL,7707709.0,$107707709,daniedy01,163,22,ATL,SG,5.3,0.517,0.3,0.188,5.0,0.576,0.532,1.0,0.615,2.4,4.4,6.8,5.9,2.0,0.4,11.9,DPOY-9,15.85773155481982
209,Isaiah Jackson,LAC,7600000.0,$21000000,jacksis01,332,24,2TM,C,2.7,0.637,0.0,0.0,2.7,0.645,0.637,1.2,0.648,2.1,3.2,5.3,0.9,0.7,0.9,6.7,,15.84365880525656
209,Isaiah Jackson,LAC,7600000.0,$21000000,jacksis01,332,24,IND,C,2.5,0.582,0.0,0.0,2.5,0.585,0.582,1.3,0.689,2.3,3.3,5.6,0.8,0.7,0.8,6.4,,15.84365880525656
209,Isaiah Jackson,LAC,7600000.0,$21000000,jacksis01,332,24,LAC,C,3.2,0.764,0.0,0.0,3.2,0.786,0.764,1.0,0.548,1.6,3.1,4.6,1.2,0.6,1.2,7.5,,15.84365880525656
210,Jeremiah Fears,NOP,7520040.0,$15416280,fearsje01,110,19,NOP,PG,5.3,0.434,1.2,0.33,4.1,0.48,0.485,2.4,0.789,0.7,2.9,3.7,3.4,1.2,0.4,14.3,,15.833082015060812
211,Ayo Dosunmu,MIN,7518518.0,$7518518,dosunay01,103,26,2TM,SG,5.6,0.517,1.8,0.439,3.8,0.563,0.599,1.8,0.876,0.7,2.8,3.4,3.6,0.8,0.3,14.8,6MOY-9,15.832879602036213
211,Ayo Dosunmu,MIN,7518518.0,$7518518,dosunay01,103,26,CHI,SG,5.6,0.514,1.9,0.451,3.6,0.556,0.604,2.0,0.857,0.7,2.3,3.0,3.6,0.8,0.3,15.0,,15.832879602036213
211,Ayo Dosunmu,MIN,7518518.0,$7518518,dosunay01,103,26,MIN,SG,5.7,0.521,1.5,0.414,4.2,0.575,0.59,1.5,0.925,0.6,3.6,4.2,3.5,1.0,0.3,14.4,,15.832879602036213
212,Bilal Coulibaly,WAS,7275600.0,$16515612,coulibi01,171,21,WAS,SG,4.1,0.425,1.2,0.319,2.9,0.49,0.485,2.4,0.746,0.9,3.5,4.3,2.6,1.3,1.0,11.7,,15.800036841847822
213,Payton Pritchard,BOS,7232143.0,$23303571,pritcpa01,75,28,BOS,PG,6.4,0.464,2.7,0.377,3.7,0.556,0.561,1.5,0.89,0.9,3.1,3.9,5.2,0.7,0.1,17.0,,15.79404595408875
214,Donovan Clingan,POR,7178400.0,$14698320,clingdo01,157,21,POR,C,4.6,0.52,1.1,0.341,3.5,0.621,0.582,1.8,0.68,4.5,7.1,11.6,2.1,0.6,1.7,12.1,,15.786587074965984
215,Kenrich Williams,OKC,7163000.0,$7163000,willike04,342,31,OKC,PF,2.5,0.473,0.9,0.388,1.6,0.539,0.557,0.6,0.635,1.1,2.3,3.3,1.4,0.6,0.1,6.5,,15.784439445596588
216,Jeremy Sochan,SAS,7874853.0,$7096231,sochaje01,466,22,2TM,PF,1.5,0.496,0.3,0.244,1.2,0.631,0.539,0.4,0.731,0.8,1.6,2.4,0.9,0.4,0.2,3.6,,15.87918507583508
216,Jeremy Sochan,SAS,7874853.0,$7096231,sochaje01,466,22,SAS,PF,1.7,0.475,0.3,0.257,1.4,0.594,0.52,0.4,0.688,0.9,1.7,2.6,1.0,0.4,0.2,4.1,,15.87918507583508
216,Jeremy Sochan,SAS,7874853.0,$7096231,sochaje01,466,22,NYK,PF,1.1,0.567,0.1,0.2,0.9,0.75,0.6,0.5,0.8,0.7,1.4,2.1,0.8,0.4,0.1,2.8,,15.87918507583508
217,Tyus Jones,DAL,7000000.0,$7000000,jonesty01,488,29,3TM,PG,1.1,0.349,0.6,0.292,0.5,0.444,0.44,0.1,0.778,0.2,1.0,1.1,2.4,0.6,0.0,3.0,,15.761420707019587
217,Tyus Jones,DAL,7000000.0,$7000000,jonesty01,488,29,ORL,PG,1.1,0.342,0.6,0.294,0.5,0.429,0.437,0.1,1.0,0.2,0.9,1.1,2.4,0.7,0.1,3.0,,15.761420707019587
217,Tyus Jones,DAL,7000000.0,$7000000,jonesty01,488,29,DAL,PG,1.6,0.382,0.5,0.211,1.1,0.6,0.441,0.1,0.5,0.1,1.0,1.1,3.8,0.4,0.0,3.9,,15.761420707019587
217,Tyus Jones,DAL,7000000.0,$7000000,jonesty01,488,29,DEN,PG,0.8,0.346,0.5,0.375,0.3,0.3,0.462,0.0,0.0,0.2,1.1,1.3,1.2,0.1,0.0,2.2,,15.761420707019587
218,Egor Dёmin,BRK,6889200.0,$14122920,demineg01,202,19,BRK,PG,3.4,0.399,2.4,0.385,1.1,0.433,0.537,1.0,0.831,0.4,2.8,3.2,3.3,0.8,0.3,10.3,,15.745465525943729
219,Jevon Carter,CHI,7680524.0,$6809524,carteje01,343,30,2TM,PG,2.3,0.401,1.5,0.363,0.8,0.489,0.528,0.3,0.789,0.3,1.4,1.7,1.6,0.8,0.2,6.4,,15.854198331963017
219,Jevon Carter,CHI,7680524.0,$6809524,carteje01,343,30,CHI,PG,1.8,0.398,1.4,0.41,0.4,0.36,0.553,0.4,1.0,0.2,0.9,1.1,0.8,0.6,0.1,5.4,,15.854198331963017
219,Jevon Carter,CHI,7680524.0,$6809524,carteje01,343,30,ORL,PG,2.7,0.402,1.5,0.336,1.2,0.537,0.515,0.2,0.556,0.3,1.8,2.1,2.3,0.9,0.3,7.2,,15.854198331963017
220,Clint Capela,HOU,6700000.0,$21105000,capelca01,457,31,HOU,C,1.6,0.52,0.0,0.5,1.6,0.52,0.522,0.6,0.577,2.1,2.5,4.6,0.7,0.5,0.8,3.8,,15.717618084361195
221,Ousmane Dieng,MIL,6670882.0,$6670882,diengou01,297,22,2TM,C,2.9,0.422,1.1,0.341,1.8,0.493,0.501,0.6,0.711,0.5,2.6,3.2,2.4,0.4,0.3,7.6,,15.713262643032735
221,Ousmane Dieng,MIL,6670882.0,$6670882,diengou01,297,22,OKC,C,1.4,0.418,0.7,0.367,0.7,0.476,0.516,0.2,1.0,0.3,1.3,1.6,1.0,0.1,0.3,3.7,,15.713262643032735
221,Ousmane Dieng,MIL,6670882.0,$6670882,diengou01,297,22,MIL,C,4.3,0.423,1.5,0.331,2.8,0.497,0.497,0.9,0.667,0.7,3.9,4.6,3.6,0.8,0.3,11.0,,15.713262643032735
222,Jarace Walker,IND,6665520.0,$15144062,walkeja02,176,22,IND,PF,4.0,0.419,1.8,0.374,2.3,0.462,0.51,1.8,0.749,0.6,4.5,5.1,2.5,0.8,0.3,11.6,,15.712458528056459
223,Dean Wade,CLE,6623456.0,,wadede01,371,29,CLE,PF,2.1,0.439,1.2,0.362,0.9,0.622,0.567,0.5,0.711,0.9,3.3,4.2,1.5,0.7,0.4,5.8,,15.706127846070876
224,Jalen Williams,OKC,6580997.0,$247280997,willija06,73,24,OKC,SG,6.5,0.484,0.7,0.299,5.8,0.523,0.51,3.3,0.837,0.8,3.8,4.6,5.5,1.2,0.3,17.1,,15.69969681158038
225,Rob Dillingham,CHI,6576120.0,$13465440,dilliro01,347,21,2TM,PG,2.5,0.396,0.6,0.316,1.9,0.434,0.447,0.6,0.745,0.3,1.7,2.0,2.2,0.7,0.1,6.3,,15.69895546372684
225,Rob Dillingham,CHI,6576120.0,$13465440,dilliro01,347,21,MIN,PG,1.3,0.333,0.3,0.364,1.0,0.324,0.376,0.4,0.75,0.1,1.0,1.2,1.7,0.5,0.1,3.5,,15.69895546372684
225,Rob Dillingham,CHI,6576120.0,$13465440,dilliro01,347,21,CHI,PG,3.9,0.428,1.0,0.3,2.9,0.503,0.483,0.9,0.743,0.5,2.5,3.0,2.8,0.9,0.1,9.6,,15.69895546372684
226,Jalen Duren,DET,6483144.0,$6483144,durenja01,49,22,DET,C,7.5,0.65,0.0,,7.5,0.65,0.65,4.6,0.747,3.8,6.7,10.5,2.0,0.8,0.8,19.5,DPOY-11AS,15.684716135849369
227,Ochai Agbaji,BRK,6383525.0,$6383525,agbajoc01,404,25,2TM,SG,2.0,0.436,0.5,0.266,1.4,0.579,0.496,0.6,0.837,0.7,1.5,2.3,0.8,0.4,0.3,5.1,,15.669231010581706
227,Ochai Agbaji,BRK,6383525.0,$6383525,agbajoc01,404,25,TOR,SG,1.7,0.424,0.3,0.185,1.4,0.571,0.459,0.6,0.862,0.8,1.5,2.3,0.7,0.4,0.3,4.3,,15.669231010581706
227,Ochai Agbaji,BRK,6383525.0,$6383525,agbajoc01,404,25,BRK,SG,2.5,0.455,1.1,0.349,1.4,0.596,0.555,0.6,0.786,0.7,1.7,2.3,0.9,0.4,0.3,6.7,,15.669231010581706
228,Collin Murray-Boyles,TOR,6332520.0,$12982080,murraco01,263,20,TOR,PF,3.5,0.579,0.3,0.34,3.2,0.62,0.604,1.2,0.657,2.3,2.7,5.0,1.9,0.9,0.9,8.5,,15.661208819163283
229,Mark Williams,PHO,6276531.0,$6276531,willima07,174,24,PHO,C,4.7,0.644,0.0,1.0,4.7,0.643,0.645,2.3,0.771,3.1,4.9,8.0,1.0,0.9,0.9,11.7,,15.652327997286596
230,Day'Ron Sharpe,BRK,6250000.0,$6250000,sharpda01,253,24,BRK,C,3.5,0.601,0.1,0.231,3.3,0.647,0.614,1.7,0.678,2.8,3.9,6.7,2.3,1.1,0.4,8.7,,15.648092021712584
231,Ziaire Williams,BRK,6250000.0,$6250000,willizi02,209,24,BRK,SF,3.3,0.425,1.5,0.343,1.8,0.538,0.524,2.1,0.85,0.5,1.9,2.4,1.1,1.4,0.4,10.2,,15.648092021712584
232,John Konchar,UTA,6165000.0,$12330000,konchjo01,423,29,2TM,SG,1.7,0.472,0.5,0.283,1.2,0.66,0.543,0.6,0.727,1.3,3.0,4.3,2.1,1.5,0.7,4.4,,15.634398694580582
232,John Konchar,UTA,6165000.0,$12330000,konchjo01,423,29,MEM,SG,1.2,0.521,0.4,0.333,0.8,0.75,0.613,0.3,0.615,0.7,2.4,3.1,1.3,1.0,0.4,3.2,,15.634398694580582
232,John Konchar,UTA,6165000.0,$12330000,konchjo01,423,29,UTA,SG,2.2,0.445,0.6,0.25,1.6,0.618,0.504,0.9,0.774,2.1,3.6,5.7,3.0,2.0,1.0,5.9,,15.634398694580582
233,Taylor Hendricks,MEM,6127080.0,$13932980,hendrta01,306,22,2TM,PF,2.8,0.459,1.1,0.342,1.7,0.585,0.548,0.8,0.681,1.1,2.6,3.7,0.9,0.8,0.5,7.4,,15.628228848583543
233,Taylor Hendricks,MEM,6127080.0,$13932980,hendrta01,306,22,UTA,PF,1.8,0.453,0.7,0.343,1.0,0.586,0.547,0.7,0.719,0.9,2.1,3.0,0.7,0.4,0.2,4.9,,15.628228848583543
233,Taylor Hendricks,MEM,6127080.0,$13932980,hendrta01,306,22,MEM,PF,4.0,0.463,1.5,0.342,2.5,0.584,0.548,1.0,0.65,1.4,3.3,4.7,1.2,1.4,0.8,10.6,,15.628228848583543
234,Saddiq Bey,NOP,6118644.0,$12559322,beysa01,65,26,NOP,SF,6.1,0.451,2.1,0.367,4.0,0.514,0.529,3.4,0.841,1.7,3.9,5.6,2.5,0.9,0.1,17.7,,15.626851061311102
235,Zach Edey,MEM,6045000.0,$12377760,edeyza01,128,23,MEM,C,5.6,0.633,0.1,0.2,5.5,0.656,0.638,2.3,0.781,3.9,7.2,11.1,1.1,0.6,1.9,13.6,,15.61474204203103
236,Khaman Maluach,PHO,6016080.0,$12332760,maluakh01,491,19,PHO,C,1.2,0.533,0.1,0.238,1.1,0.607,0.557,0.5,0.71,1.1,1.8,2.9,0.1,0.1,0.7,3.0,,15.609946442395737
237,Jaden Hardy,WAS,6000000.0,$12000000,hardyja02,235,23,2TM,SG,3.2,0.424,1.8,0.397,1.4,0.467,0.545,1.0,0.733,0.3,1.2,1.5,1.0,0.3,0.1,9.2,,15.60727002719233
237,Jaden Hardy,WAS,6000000.0,$12000000,hardyja02,235,23,DAL,SG,2.3,0.402,1.4,0.371,0.9,0.457,0.521,0.9,0.775,0.3,1.1,1.4,0.9,0.3,0.1,6.9,,15.60727002719233
237,Jaden Hardy,WAS,6000000.0,$12000000,hardyja02,235,23,WAS,SG,4.5,0.443,2.5,0.42,2.0,0.474,0.566,1.0,0.686,0.2,1.5,1.7,1.3,0.3,0.2,12.6,,15.60727002719233
238,Jake LaRavia,LAL,6000000.0,$12000000,laravja01,277,24,LAL,PF,2.9,0.459,1.0,0.321,2.0,0.579,0.533,1.4,0.763,1.4,2.6,4.0,1.8,1.3,0.5,8.2,,15.60727002719233
239,Cam Thomas,BRK,6837779.0,$5993172,thomaca02,131,24,2TM,SG,4.5,0.41,1.2,0.31,3.3,0.468,0.466,3.3,0.811,0.3,1.4,1.7,2.6,0.2,0.1,13.5,,15.737973529267466
239,Cam Thomas,BRK,6837779.0,$5993172,thomaca02,131,24,BRK,SG,5.1,0.399,1.6,0.325,3.5,0.445,0.461,3.8,0.843,0.4,1.4,1.8,3.1,0.2,0.1,15.6,,15.737973529267466
239,Cam Thomas,BRK,6837779.0,$5993172,thomaca02,131,24,MIL,SG,3.7,0.431,0.8,0.275,2.9,0.51,0.477,2.6,0.754,0.1,1.4,1.6,1.9,0.3,0.1,10.7,,15.737973529267466
240,Cason Wallace,OKC,5820240.0,$13241046,wallaca01,257,22,OKC,SG,3.3,0.432,1.3,0.351,2.0,0.51,0.518,0.7,0.809,0.8,2.3,3.1,2.6,1.9,0.4,8.6,DPOY-7,15.576852055970797
241,Cody Williams,UTA,5742480.0,$11758080,willico04,250,21,UTA,SG,3.6,0.468,0.4,0.214,3.1,0.556,0.495,1.3,0.706,0.9,2.0,3.0,2.0,0.8,0.4,8.8,,15.563401730735668
242,Cedric Coward,MEM,5715120.0,$11716200,cowarce01,127,22,MEM,SG,4.9,0.471,1.5,0.338,3.4,0.568,0.542,2.3,0.843,1.3,4.5,5.9,2.8,0.6,0.4,13.6,ROY-5,15.558625852365934
243,D'Angelo Russell,WAS,5685000.0,$5685000,russeda01,207,29,DAL,PG,3.6,0.405,1.3,0.295,2.3,0.508,0.476,1.7,0.717,0.3,2.0,2.3,4.0,0.5,0.1,10.2,,15.553341685166773
244,Al Horford,GSW,5685000.0,$5685000,horfoal01,269,39,GSW,C,3.1,0.426,1.6,0.361,1.4,0.538,0.54,0.5,0.846,1.0,3.9,4.9,2.6,0.7,1.1,8.3,,15.553341685166773
245,Tari Eason,HOU,5675766.0,$5675766,easonta01,197,24,HOU,PF,4.0,0.416,1.6,0.358,2.5,0.463,0.496,0.9,0.776,2.1,4.2,6.3,1.5,1.2,0.5,10.5,,15.551716090196601
246,Haywood Highsmith,BRK,6443984.0,$5616000,highsha01,390,29,PHO,SF,1.7,0.522,1.1,0.571,0.6,0.444,0.696,0.9,0.857,0.9,1.0,1.9,1.0,0.6,0.0,5.4,,15.678657540346062
247,Nicolas Batum,LAC,5601600.0,$5601600,batumni01,448,37,LAC,PF,1.3,0.403,1.2,0.404,0.1,0.4,0.597,0.1,0.818,0.3,2.2,2.5,0.9,0.6,0.3,4.0,,15.538562829182538
248,Jett Howard,ORL,5529720.0,$5529720,howarje01,384,22,ORL,SF,1.9,0.418,1.0,0.372,0.9,0.481,0.526,0.7,0.949,0.4,1.2,1.6,0.8,0.2,0.2,5.5,,15.525647739305237
249,Guerschon Yabusele,CHI,5500000.0,$5500000,yabusgu01,378,30,2TM,C,1.9,0.401,1.0,0.352,0.8,0.483,0.511,0.8,0.75,0.8,2.7,3.5,0.9,0.4,0.2,5.6,,15.520258650202699
249,Guerschon Yabusele,CHI,5500000.0,$5500000,yabusgu01,378,30,NYK,C,1.0,0.393,0.5,0.294,0.5,0.564,0.486,0.2,0.667,0.6,1.5,2.1,0.4,0.1,0.1,2.7,,15.520258650202699
249,Guerschon Yabusele,CHI,5500000.0,$5500000,yabusgu01,378,30,CHI,C,3.2,0.405,1.9,0.383,1.3,0.442,0.524,1.8,0.767,1.2,4.4,5.7,1.7,0.8,0.4,10.0,,15.520258650202699
250,Matas Buzelis,CHI,5455560.0,$11170920,buzelma01,84,21,CHI,PF,5.8,0.463,2.2,0.349,3.5,0.583,0.553,2.4,0.786,1.0,4.8,5.8,2.1,0.7,1.5,16.3,,15.512145830092148
251,Noa Essengue,CHI,5429520.0,$11130720,essenno01,580,19,CHI,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,15.507361290212748
252,Kris Dunn,LAC,5426400.0,$5426400,dunnkr01,312,31,LAC,PG,2.8,0.476,1.0,0.374,1.8,0.559,0.56,0.8,0.765,0.7,2.6,3.3,3.6,1.6,0.2,7.3,,15.506786488614006
253,Dario Šarić,DET,5426400.0,$5426400,saricda01,567,31,SAC,C,0.2,0.167,0.2,0.333,0.0,0.0,0.25,0.4,1.0,0.2,1.0,1.2,0.4,0.0,0.0,1.0,,15.506786488614006
254,Dalen Terry,NOP,5399118.0,$5399118,terryda01,461,23,2TM,SG,1.4,0.439,0.5,0.364,0.9,0.494,0.516,0.3,0.533,0.5,1.3,1.8,1.4,0.6,0.3,3.7,,15.501746164860828
254,Dalen Terry,NOP,5399118.0,$5399118,terryda01,461,23,CHI,SG,1.3,0.441,0.6,0.413,0.8,0.464,0.534,0.3,0.529,0.6,1.3,1.9,1.3,0.6,0.3,3.5,,15.501746164860828
254,Dalen Terry,NOP,5399118.0,$5399118,terryda01,461,23,PHI,SG,1.6,0.434,0.4,0.25,1.3,0.545,0.481,0.5,0.538,0.5,1.1,1.6,1.6,0.5,0.3,4.1,,15.501746164860828
255,Bradley Beal,LAC,24737010.0,$5354000,bealbr01,273,32,LAC,SG,3.0,0.375,1.2,0.368,1.8,0.379,0.448,1.0,0.75,0.3,0.5,0.8,1.7,0.5,0.0,8.2,,17.023811060712948
256,Paul Reed,DET,5335894.0,$5335894,reedpa01,293,26,DET,C,3.2,0.617,0.2,0.325,3.0,0.656,0.636,1.1,0.664,2.0,2.5,4.5,1.2,0.9,0.9,7.8,,15.489967001312817
257,Dereck Lively II,DAL,5253360.0,$12492491,livelde01,438,21,DAL,C,1.6,0.611,0.0,,1.6,0.611,0.611,1.1,0.8,2.0,3.3,5.3,1.9,0.6,1.6,4.3,,15.474378429855147
258,Nikola Topić,OKC,5182920.0,$10612680,topicni01,403,20,OKC,PG,2.2,0.431,0.6,0.4,1.6,0.444,0.49,0.2,0.4,0.7,1.2,1.9,4.4,0.5,0.0,5.2,,15.46087916197651
259,Derik Queen,NOP,5157960.0,$10574040,queende01,172,21,NOP,C,4.4,0.473,0.3,0.261,4.1,0.502,0.489,2.7,0.795,1.7,5.4,7.1,3.7,1.0,0.9,11.7,,15.45605171044958
260,Kevin Porter Jr.,MIL,5134000.0,$5134000,porteke02,68,25,MIL,PG,6.3,0.465,1.2,0.322,5.1,0.52,0.51,3.6,0.878,0.9,4.3,5.2,7.4,2.2,0.5,17.4,,15.451395640413223
261,Marcus Smart,LAL,19920855.0,$5134000,smartma01,234,31,LAL,SG,3.0,0.395,1.6,0.331,1.5,0.497,0.497,1.7,0.822,0.6,2.2,2.8,3.0,1.4,0.4,9.3,,16.807277730886366
262,Andre Drummond,PHI,5000000.0,$5000000,drumman01,344,32,PHI,C,2.5,0.472,0.5,0.356,2.0,0.514,0.519,0.8,0.631,3.2,5.3,8.4,1.3,0.6,0.8,6.4,,15.424948470398375
263,Moritz Wagner,ORL,5000000.0,$5000000,wagnemo01,328,28,ORL,C,2.3,0.426,0.6,0.314,1.7,0.488,0.482,1.6,0.819,0.8,2.4,3.2,0.8,0.4,0.1,6.9,,15.424948470398375
264,Nick Richards,CHI,5000000.0,,richani01,363,28,2TM,C,2.1,0.512,0.1,0.278,2.0,0.536,0.525,1.4,0.644,1.6,3.5,5.1,0.3,0.2,0.7,5.8,,15.424948470398375
264,Nick Richards,CHI,5000000.0,,richani01,363,28,PHO,C,1.3,0.493,0.0,,1.3,0.493,0.493,0.7,0.679,1.3,2.0,3.3,0.3,0.1,0.5,3.2,,15.424948470398375
264,Nick Richards,CHI,5000000.0,,richani01,363,28,CHI,C,3.4,0.523,0.3,0.278,3.2,0.563,0.542,2.3,0.63,2.1,5.5,7.6,0.4,0.3,0.9,9.4,,15.424948470398375
265,Gradey Dick,TOR,4990560.0,$12122071,dickgr01,356,22,TOR,SG,2.1,0.419,0.7,0.301,1.4,0.53,0.492,1.0,0.875,0.6,1.4,1.9,0.7,0.6,0.1,6.0,,15.423058685879907
266,Malaki Branham,CHO,4962033.0,$4962033,branhma01,414,22,WAS,SG,1.5,0.473,0.5,0.378,1.0,0.537,0.549,1.0,0.824,0.4,1.1,1.6,0.8,0.4,0.1,4.6,,15.417326093755904
267,Devin Carter,SAC,4923720.0,$10081800,cartede02,244,23,SAC,PG,3.2,0.414,0.8,0.263,2.4,0.511,0.466,1.8,0.713,0.9,2.3,3.3,2.7,0.9,0.2,8.9,,15.409574900331707
268,Christian Braun,DEN,4921797.0,$129921797,braunch01,159,24,DEN,SG,4.6,0.519,1.0,0.301,3.6,0.646,0.575,1.8,0.782,1.4,3.4,4.8,2.7,0.7,0.3,12.0,,15.409184265685614
269,Carter Bryant,SAS,4900320.0,$10045680,bryanca01,443,20,SAS,PF,1.5,0.408,0.7,0.335,0.8,0.509,0.506,0.4,0.714,0.5,2.0,2.5,0.7,0.2,0.3,4.2,,15.404811067070952
270,Walker Kessler,UTA,4878938.0,$4878938,kesslwa01,108,24,UTA,C,5.2,0.703,1.2,0.75,4.0,0.69,0.784,2.8,0.7,4.6,6.2,10.8,3.0,1.4,1.8,14.4,,15.4004381311952
271,Jordan Hawkins,NOP,4741320.0,$11763215,hawkijo01,407,23,NOP,SG,1.8,0.366,0.9,0.348,0.9,0.385,0.457,0.5,0.852,0.4,1.3,1.7,0.8,0.3,0.2,5.1,,15.371826135915278
272,Bub Carrington,WAS,4677600.0,$9578160,carrica01,193,20,WAS,PG,3.8,0.424,2.1,0.408,1.8,0.443,0.538,1.0,0.73,0.4,3.0,3.4,4.6,0.6,0.2,10.7,,15.358295715843598
274,Kobe Bufkin,BRK,5480297.0,$4503720,bufkiko01,495,22,LAL,SG,0.9,0.3,0.3,0.192,0.6,0.417,0.35,0.7,0.917,0.1,0.8,0.8,0.6,0.1,0.2,2.9,,15.516669854535882
275,Jose Alvarado,NYK,4500000.0,$4500000,alvarjo01,307,27,2TM,PG,2.7,0.416,1.5,0.352,1.2,0.531,0.529,0.5,0.761,0.4,2.1,2.5,3.4,1.0,0.1,7.4,,15.319587954740548
275,Jose Alvarado,NYK,4500000.0,$4500000,alvarjo01,307,27,NOP,PG,2.9,0.418,1.7,0.363,1.1,0.54,0.543,0.5,0.833,0.4,2.4,2.8,3.1,0.9,0.1,7.9,,15.319587954740548
275,Jose Alvarado,NYK,4500000.0,$4500000,alvarjo01,307,27,NYK,PG,2.5,0.414,1.1,0.33,1.4,0.52,0.506,0.5,0.682,0.4,1.7,2.0,3.8,1.0,0.1,6.6,,15.319587954740548
