Player_Rank_Salary,Player_Name,Team_Salary,Salary_2025,Guaranteed_Salary,player_id,Player_Rank_Stats,Age,Team,Pos,FG,FG_Percent,ThreeP,ThreeP_Percent,TwoP,TwoP_Percent,eFG_Percent,FT,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,PTS,Awards,Log_Salary_2025
376,Mason Plumlee,OKC,3022108.0,$2296274,plumlma01,548,35,CHO,C,0.6,0.75,0.0,,0.6,0.75,0.75,0.6,0.667,0.7,2.1,2.9,1.1,0.4,0.0,1.9,,14.921465159098144
376,Mason Plumlee,OKC,3022108.0,$2296274,plumlma01,548,35,SAS,C,0.3,1.0,0.0,,0.3,1.0,1.0,0.2,0.5,1.2,1.0,2.2,0.7,0.7,0.0,0.8,,14.921465159098144
377,Landry Shamet,NYK,2296274.0,$2296274,shamela01,233,28,NYK,SG,3.1,0.437,2.0,0.392,1.1,0.554,0.578,1.1,0.711,0.5,1.4,1.8,1.4,0.6,0.2,9.3,,14.646798367280478
378,Jordan Clarkson,NYK,12947835.0,$2296274,clarkjo01,255,33,NYK,SG,3.3,0.451,1.0,0.327,2.3,0.535,0.517,1.1,0.83,0.9,0.9,1.8,1.3,0.4,0.1,8.6,,16.37643915066626
379,Bones Hyland,MIN,2296274.0,$2296274,hylanbo01,261,25,MIN,PG,3.0,0.453,1.6,0.388,1.4,0.568,0.577,0.9,0.78,0.3,1.5,1.8,2.6,0.6,0.2,8.5,,14.646798367280478
380,Joe Ingles,MIN,2296274.0,$2296274,inglejo01,553,38,MIN,SF,0.6,0.593,0.3,0.438,0.3,0.818,0.722,0.1,1.0,0.0,0.7,0.7,1.3,0.3,0.1,1.5,,14.646798367280478
381,Chris Livingston,MIL,,$2296274,livinch01,490,22,CLE,SF,1.3,0.571,0.0,0.0,1.3,1.0,0.571,0.3,1.0,0.0,1.0,1.0,0.3,0.3,0.0,3.0,,
382,Thanasis Antetokounmpo,MIL,2296274.0,$2296274,antetth01,555,33,MIL,SF,0.4,0.469,0.0,0.0,0.4,0.536,0.469,0.5,0.567,0.4,0.5,0.9,0.4,0.4,0.2,1.4,,14.646798367280478
383,Eric Gordon,MEM,2296274.0,$2296274,gordoer01,381,37,PHI,SG,2.0,0.571,1.3,0.571,0.7,0.571,0.762,0.2,0.5,0.2,0.2,0.3,0.5,0.7,0.2,5.5,,14.646798367280478
384,Josh Okogie,HOU,2296274.0,$2296274,okogijo01,420,27,HOU,SG,1.6,0.425,0.8,0.385,0.8,0.474,0.531,0.5,0.594,1.0,1.5,2.6,0.9,0.8,0.2,4.5,,14.646798367280478
385,Jeff Green,HOU,2296274.0,$2296274,greenje02,523,39,HOU,PF,0.8,0.368,0.4,0.273,0.4,0.542,0.456,0.2,1.0,0.2,0.6,0.8,0.3,0.1,0.1,2.2,,14.646798367280478
386,Aaron Holiday,HOU,2296274.0,$2296274,holidaa01,383,29,HOU,PG,1.8,0.417,1.2,0.394,0.7,0.463,0.55,0.6,0.854,0.2,0.8,1.0,1.1,0.5,0.1,5.5,,14.646798367280478
387,Jae'Sean Tate,HOU,2296274.0,$2296274,tateja01,504,30,HOU,SF,1.2,0.514,0.2,0.313,1.0,0.597,0.56,0.2,0.636,0.7,0.9,1.6,0.5,0.2,0.1,2.8,,14.646798367280478
388,Gary Payton II,GSW,2296274.0,$2296274,paytoga02,302,33,GSW,SG,3.3,0.583,0.5,0.291,2.8,0.712,0.628,0.4,0.65,1.4,2.2,3.6,1.7,0.9,0.3,7.5,,14.646798367280478
389,Javonte Green,DET,2296274.0,$2296274,greenja02,327,32,DET,SG,2.3,0.447,1.1,0.381,1.1,0.545,0.56,1.3,0.84,0.8,2.0,2.8,0.7,1.2,0.3,6.9,,14.646798367280478
390,Tim Hardaway Jr.,DEN,2296274.0,$2296274,hardati02,132,33,DEN,SG,4.4,0.447,2.8,0.407,1.6,0.541,0.591,2.0,0.811,0.2,2.4,2.6,1.4,0.5,0.1,13.5,6MOY-3,14.646798367280478
391,Bruce Brown,DEN,2296274.0,$2296274,brownbr01,288,29,DEN,SG,3.0,0.475,0.7,0.385,2.3,0.511,0.53,1.2,0.762,1.0,2.8,3.9,2.1,1.0,0.2,7.9,,14.646798367280478
392,Marvin Bagley III,DAL,2296274.0,$2296274,baglema01,196,26,2TM,PF,4.2,0.618,0.4,0.462,3.8,0.641,0.647,1.6,0.66,2.5,3.6,6.1,1.4,0.5,0.7,10.5,,14.646798367280478
392,Marvin Bagley III,DAL,2296274.0,$2296274,baglema01,196,26,WAS,PF,4.1,0.626,0.2,0.421,3.8,0.643,0.642,1.8,0.711,2.6,3.1,5.7,1.5,0.5,0.7,10.1,,14.646798367280478
392,Marvin Bagley III,DAL,2296274.0,$2296274,baglema01,196,26,DAL,PF,4.5,0.606,0.7,0.485,3.8,0.636,0.655,1.2,0.553,2.4,4.4,6.8,1.3,0.4,0.7,11.0,,14.646798367280478
393,Thomas Bryant,CLE,2296274.0,$2296274,bryanth01,350,28,CLE,C,2.3,0.506,0.8,0.359,1.5,0.647,0.594,0.9,0.803,1.0,2.4,3.4,0.6,0.3,0.4,6.2,,14.646798367280478
394,Larry Nance Jr.,CLE,2296274.0,$2296274,nancela02,463,33,CLE,PF,1.5,0.419,0.6,0.333,0.9,0.508,0.504,0.2,0.462,0.8,1.8,2.7,1.0,0.6,0.2,3.7,,14.646798367280478
395,Keaton Wallace,ATL,2296274.0,$2296274,wallake01,470,26,ATL,PG,1.3,0.398,0.7,0.373,0.6,0.435,0.509,0.2,0.667,0.1,1.0,1.1,1.8,0.5,0.1,3.5,,14.646798367280478
396,Jock Landale,ATL,2296274.0,$2296274,landajo01,195,30,2TM,C,4.1,0.515,1.1,0.383,3.1,0.586,0.582,1.2,0.635,2.7,3.0,5.7,1.7,0.5,0.5,10.6,,14.646798367280478
396,Jock Landale,ATL,2296274.0,$2296274,landajo01,195,30,MEM,C,4.4,0.514,1.1,0.38,3.4,0.581,0.577,1.3,0.674,3.1,3.4,6.5,1.7,0.6,0.5,11.3,,14.646798367280478
396,Jock Landale,ATL,2296274.0,$2296274,landajo01,195,30,ATL,C,3.6,0.516,1.1,0.391,2.5,0.6,0.594,0.9,0.541,1.8,2.3,4.1,1.7,0.4,0.6,9.1,,14.646798367280478
397,Scotty Pippen Jr.,MEM,2270735.0,$2270735,pippesc02,180,25,MEM,PG,4.3,0.448,1.0,0.313,3.3,0.516,0.5,1.8,0.783,0.8,1.4,2.2,4.7,1.9,0.4,11.4,,14.635614125595643
398,JD Davison,BOS,2270735.0,$2270735,davisjd01,512,23,HOU,PG,0.9,0.375,0.3,0.25,0.6,0.5,0.438,0.5,0.684,0.1,1.1,1.2,1.3,0.2,0.2,2.5,,14.635614125595643
399,Brandon Williams,DAL,2270735.0,,willibr03,141,26,DAL,PG,4.4,0.472,0.5,0.232,3.9,0.552,0.501,3.7,0.793,0.5,2.4,2.9,3.9,0.9,0.3,13.0,,14.635614125595643
400,Moussa Diabaté,CHO,2270735.0,,diabamo01,289,24,CHO,C,3.1,0.631,0.0,0.5,3.1,0.632,0.632,1.6,0.659,3.7,5.0,8.7,1.9,0.8,1.0,7.9,,14.635614125595643
401,DeAndre Jordan,NOP,2269880.0,$2269880,jordade01,428,37,NOP,C,1.8,0.656,0.0,,1.8,0.656,0.656,0.9,0.647,2.2,4.2,6.3,0.9,0.3,0.8,4.4,,14.635237524624142
402,Toumani Camara,POR,2221677.0,$83221677,camarto01,134,25,POR,PF,4.8,0.44,2.7,0.37,2.1,0.579,0.563,1.2,0.708,1.6,3.6,5.1,2.5,1.1,0.4,13.4,,14.61377287407881
403,Rayan Rupert,POR,2353647.0,$2221677,ruperra01,395,21,2TM,SG,1.9,0.393,0.7,0.324,1.2,0.446,0.463,0.7,0.778,0.8,2.2,2.9,1.1,0.9,0.1,5.2,,14.67147659803849
403,Rayan Rupert,POR,2353647.0,$2221677,ruperra01,395,21,POR,SG,1.1,0.361,0.5,0.31,0.6,0.408,0.435,0.2,0.643,0.5,1.3,1.8,0.7,0.6,0.0,2.9,,14.67147659803849
403,Rayan Rupert,POR,2353647.0,$2221677,ruperra01,395,21,MEM,SG,4.4,0.422,1.4,0.338,3.0,0.475,0.488,2.1,0.825,1.6,4.8,6.4,2.1,1.6,0.4,12.2,,14.67147659803849
404,Julian Phillips,MIN,2221677.0,$2221677,phillju01,494,22,2TM,SF,1.1,0.421,0.4,0.308,0.6,0.554,0.504,0.4,0.783,0.5,0.5,1.0,0.2,0.5,0.1,2.9,,14.61377287407881
404,Julian Phillips,MIN,2221677.0,$2221677,phillju01,494,22,CHI,SF,1.1,0.42,0.5,0.327,0.6,0.538,0.511,0.3,0.818,0.6,0.6,1.3,0.2,0.5,0.2,2.8,,14.61377287407881
404,Julian Phillips,MIN,2221677.0,$2221677,phillju01,494,22,MIN,SF,1.1,0.424,0.3,0.25,0.8,0.588,0.485,0.7,0.75,0.1,0.3,0.4,0.2,0.4,0.1,3.2,,14.61377287407881
405,GG Jackson II,MEM,2221677.0,$2221677,jacksgg01,145,21,MEM,PF,4.6,0.496,1.2,0.332,3.5,0.595,0.558,2.0,0.742,0.9,3.4,4.3,1.5,0.6,0.8,12.5,,14.61377287407881
406,Gui Santos,GSW,2221677.0,$2221677,santogu01,240,23,GSW,PF,3.4,0.5,1.1,0.351,2.2,0.639,0.585,1.3,0.725,1.1,2.8,3.9,2.3,0.9,0.3,9.2,,14.61377287407881
407,Jalen Pickett,DEN,2221677.0,$2221677,pickeja02,401,26,DEN,SG,2.0,0.422,1.0,0.386,1.0,0.467,0.528,0.3,0.789,0.4,1.9,2.3,2.3,0.3,0.1,5.2,,14.61377287407881
408,Hunter Tyson,BRK,2221677.0,$2221677,tysonhu01,527,25,DEN,PF,0.7,0.269,0.3,0.212,0.3,0.368,0.337,0.5,0.846,0.2,1.5,1.7,0.8,0.1,0.0,2.2,,14.61377287407881
409,Jalen Wilson,BRK,2221677.0,$2221677,wilsoja03,346,25,BRK,PF,2.0,0.396,1.0,0.355,1.0,0.444,0.493,1.3,0.719,0.3,1.8,2.1,0.9,0.4,0.0,6.4,,14.61377287407881
410,Jordan Walsh,BOS,2221677.0,$200000,walshjo01,394,21,BOS,PF,2.0,0.509,0.7,0.384,1.3,0.62,0.599,0.6,0.772,1.3,2.8,4.0,0.8,0.7,0.5,5.4,,14.61377287407881
411,Trayce Jackson-Davis,TOR,2221677.0,,jackstr02,471,25,2TM,C,1.3,0.573,0.0,1.0,1.3,0.569,0.577,0.7,0.514,1.2,1.5,2.7,0.7,0.3,0.5,3.4,,14.61377287407881
411,Trayce Jackson-Davis,TOR,2221677.0,,jackstr02,471,25,GSW,C,1.7,0.588,0.0,1.0,1.6,0.584,0.593,0.8,0.558,1.3,1.8,3.1,0.9,0.4,0.5,4.2,,14.61377287407881
411,Trayce Jackson-Davis,TOR,2221677.0,,jackstr02,471,25,TOR,C,0.6,0.5,0.0,,0.6,0.5,0.5,0.5,0.409,1.1,0.8,1.9,0.4,0.2,0.3,1.8,,14.61377287407881
412,Andre Jackson Jr.,MIL,2221677.0,,jacksan01,515,24,MIL,SG,0.8,0.328,0.3,0.25,0.5,0.407,0.391,0.4,0.625,0.5,1.0,1.5,0.9,0.4,0.1,2.4,,14.61377287407881
413,Craig Porter Jr.,CLE,2221677.0,,portecr01,422,25,CLE,PG,1.8,0.45,0.5,0.355,1.3,0.503,0.514,0.4,0.6,1.3,2.1,3.4,3.2,0.9,0.6,4.5,,14.61377287407881
414,Leonard Miller,CHI,2221677.0,,millele01,291,22,2TM,SF,3.2,0.553,0.7,0.323,2.5,0.693,0.615,0.8,0.736,1.2,2.8,3.9,0.9,0.4,0.3,7.8,,14.61377287407881
414,Leonard Miller,CHI,2221677.0,,millele01,291,22,MIN,SF,0.9,0.545,0.1,0.083,0.9,0.81,0.561,0.4,0.636,0.4,0.9,1.3,0.3,0.2,0.0,2.3,,14.61377287407881
414,Leonard Miller,CHI,2221677.0,,millele01,291,22,CHI,SF,4.7,0.555,1.1,0.356,3.6,0.676,0.622,1.2,0.762,1.7,4.0,5.8,1.3,0.5,0.6,11.7,,14.61377287407881
415,Duop Reath,ATL,2221677.0,,reathdu01,500,29,POR,C,1.0,0.446,0.7,0.418,0.3,0.526,0.601,0.2,0.833,0.3,0.9,1.2,0.3,0.2,0.3,2.9,,14.61377287407881
416,Mouhamed Gueye,ATL,2221677.0,,gueyemo02,426,23,ATL,PF,1.7,0.452,0.5,0.308,1.2,0.569,0.521,0.5,0.645,1.2,2.4,3.6,0.9,0.8,0.5,4.4,,14.61377287407881
418,Tyler Kolek,NYK,2191897.0,$4488168,kolekty01,429,24,NYK,PG,1.7,0.435,0.7,0.386,1.0,0.478,0.524,0.2,0.7,0.3,1.3,1.6,2.7,0.4,0.1,4.4,,14.600277936894928
419,Jaylen Clark,MIN,2191897.0,$2191897,clarkja02,450,24,MIN,SG,1.5,0.434,0.5,0.327,1.0,0.52,0.507,0.6,0.657,0.8,1.0,1.8,0.6,0.7,0.1,4.0,,14.600277936894928
420,Tyrese Martin,BRK,2191897.0,$2191897,martity01,348,26,2TM,SG,2.4,0.394,1.2,0.321,1.2,0.5,0.489,0.4,0.679,0.7,1.8,2.5,1.7,0.5,0.1,6.3,,14.600277936894928
420,Tyrese Martin,BRK,2191897.0,$2191897,martity01,348,26,BRK,SG,2.7,0.392,1.4,0.336,1.3,0.476,0.492,0.5,0.731,0.9,2.0,2.9,1.9,0.6,0.1,7.3,,14.600277936894928
420,Tyrese Martin,BRK,2191897.0,$2191897,martity01,348,26,PHI,SG,1.0,0.409,0.2,0.154,0.8,0.778,0.455,0.0,0.0,0.2,0.9,1.1,1.0,0.3,0.2,2.2,,14.600277936894928
421,Precious Achiuwa,SAC,2111516.0,$2111516,achiupr01,210,26,SAC,C,4.3,0.528,0.4,0.278,4.0,0.577,0.551,1.1,0.554,2.4,4.3,6.7,1.4,0.9,0.7,10.1,,14.56291673087893
422,Justin Edwards,PHI,2048494.0,$4459584,edwarju01,357,22,PHI,SF,2.2,0.447,1.0,0.372,1.2,0.543,0.552,0.5,0.846,0.4,1.1,1.5,1.3,0.8,0.2,6.0,,14.532615446992354
423,Nigel Hayes-Davis,MIL,2048494.0,$2048494,hayesni01,559,31,PHO,SF,0.6,0.326,0.1,0.125,0.5,0.433,0.348,0.1,0.5,0.4,0.8,1.2,0.3,0.3,0.1,1.3,,14.532615446992354
424,N'Faly Dante,ATL,2048494.0,,nfalyda01,571,24,ATL,C,0.3,0.25,0.0,,0.3,0.25,0.25,0.3,1.0,0.8,1.0,1.8,0.0,0.5,0.0,0.8,,14.532615446992354
425,Johnny Furphy,IND,1955377.0,$4251648,furphjo01,406,21,IND,SG,2.0,0.47,0.7,0.324,1.3,0.603,0.547,0.5,0.486,0.9,3.5,4.4,1.2,0.6,0.2,5.1,,14.486093571685258
426,Jonathan Mogbo,TOR,1955377.0,$1955377,mogbojo01,554,24,TOR,PF,0.7,0.591,0.0,0.0,0.7,0.605,0.591,0.2,0.643,0.5,1.2,1.7,0.6,0.3,0.2,1.5,,14.486093571685258
427,Jamal Shead,TOR,1955377.0,$1955377,sheadja01,337,23,TOR,PG,2.3,0.367,1.0,0.321,1.2,0.417,0.45,1.1,0.784,0.3,1.4,1.7,5.4,0.9,0.2,6.6,6MOY-12,14.486093571685258
428,Oso Ighodaro,PHO,1955377.0,$1955377,ighodos01,338,23,PHO,PF,2.9,0.653,0.0,0.0,2.9,0.655,0.653,0.6,0.453,1.7,3.4,5.1,2.3,0.9,0.7,6.5,,14.486093571685258
429,Ariel Hukporti,NYK,1955377.0,$1955377,hukpoar01,525,23,NYK,C,0.8,0.563,0.0,0.25,0.8,0.579,0.569,0.5,0.788,1.0,1.9,2.9,0.5,0.2,0.5,2.2,,14.486093571685258
430,Karlo Matković,NOP,1955377.0,$1955377,matkoka01,374,24,NOP,PF,2.3,0.604,0.6,0.422,1.7,0.717,0.685,0.5,0.732,1.2,2.5,3.7,0.8,0.4,0.9,5.7,,14.486093571685258
431,Tyler Smith,MIL,1955377.0,$1955377,smithty02,411,21,DAL,PF,1.8,0.42,0.8,0.286,0.9,0.733,0.52,0.3,0.667,1.0,1.8,2.8,0.4,0.5,0.0,4.7,,14.486093571685258
432,Keshad Johnson,MIA,1955377.0,$1955377,johnske10,435,24,MIA,SF,1.6,0.49,0.4,0.295,1.2,0.633,0.553,0.7,0.724,0.8,1.1,1.9,0.3,0.5,0.3,4.3,,14.486093571685258
433,Jaylen Wells,MEM,1955377.0,$1955377,wellsja01,148,22,MEM,SG,4.4,0.431,1.9,0.353,2.5,0.517,0.524,1.9,0.784,0.9,2.3,3.2,1.6,0.9,0.1,12.5,,14.486093571685258
434,Bronny James,LAL,1955377.0,$1955377,jamesbr02,496,21,LAL,SG,1.1,0.409,0.5,0.386,0.6,0.431,0.504,0.1,0.857,0.1,0.4,0.5,1.2,0.5,0.1,2.9,,14.486093571685258
435,Cam Christie,LAC,1955377.0,$1955377,chrisca02,501,20,LAC,SG,1.0,0.381,0.2,0.245,0.7,0.456,0.424,0.7,0.76,0.3,1.1,1.4,0.6,0.3,0.1,2.8,,14.486093571685258
436,Quinten Post,GSW,1955377.0,$1955377,postqu01,296,25,GSW,PF,2.9,0.44,1.4,0.336,1.5,0.617,0.546,0.5,0.791,1.0,3.0,4.0,1.4,0.4,0.5,7.7,,14.486093571685258
437,Bobi Klintman,DET,1955377.0,$1955377,klintbo01,540,22,DET,SF,0.8,0.333,0.3,0.308,0.4,0.357,0.407,0.0,0.0,0.4,1.2,1.6,0.5,0.3,0.0,1.8,,14.486093571685258
438,Isaac Jones,DET,1955377.0,$1955377,jonesis01,557,25,2TM,PF,0.4,0.429,0.0,0.0,0.4,0.6,0.429,0.4,0.75,0.3,0.4,0.7,0.1,0.0,0.1,1.3,,14.486093571685258
438,Isaac Jones,DET,1955377.0,$1955377,jonesis01,557,25,SAC,PF,0.3,0.5,0.0,0.0,0.3,1.0,0.5,0.3,0.5,0.7,0.0,0.7,0.3,0.0,0.0,1.0,,14.486093571685258
438,Isaac Jones,DET,1955377.0,$1955377,jonesis01,557,25,DET,PF,0.5,0.4,0.0,0.0,0.5,0.5,0.4,0.5,1.0,0.0,0.8,0.8,0.0,0.0,0.3,1.5,,14.486093571685258
439,Drew Timme,BRK,1955377.0,$1955377,timmedr01,474,25,LAL,PF,1.4,0.576,0.4,0.44,1.0,0.659,0.659,0.2,0.556,0.4,0.9,1.2,0.9,0.2,0.0,3.4,,14.486093571685258
440,Jamison Battle,TOR,1955377.0,,battlja01,485,24,TOR,SF,1.2,0.51,0.6,0.412,0.6,0.65,0.631,0.1,0.643,0.3,1.1,1.5,0.4,0.1,0.0,3.1,,14.486093571685258
441,Adem Bona,PHI,1955377.0,,bonaad01,409,22,PHI,C,1.8,0.595,0.0,0.333,1.8,0.603,0.6,1.1,0.708,1.8,2.5,4.3,0.5,0.4,1.2,4.8,,14.486093571685258
442,Pelle Larsson,MIA,1955377.0,,larsspe01,179,24,MIA,SG,4.0,0.496,0.9,0.323,3.1,0.586,0.551,2.6,0.797,1.0,2.5,3.5,3.4,0.7,0.2,11.4,,14.486093571685258
443,Seth Curry,GSW,1755198.0,$1755198,curryse01,321,35,GSW,SG,2.4,0.49,1.2,0.48,1.2,0.5,0.612,1.1,0.917,0.4,0.8,1.2,1.0,0.3,0.0,7.1,,14.378092229031168
444,Micah Potter,IND,1527805.0,$1527805,pottemi01,222,27,IND,C,3.2,0.515,1.5,0.423,1.7,0.64,0.637,1.8,0.842,1.2,3.7,5.0,1.5,0.5,0.3,9.7,,14.239342622763711
445,Chaz Lanier,DET,1372870.0,$3523787,laniech01,516,24,DET,SG,0.8,0.315,0.6,0.284,0.3,0.409,0.421,0.1,0.833,0.2,0.4,0.7,0.5,0.2,0.0,2.4,,14.132413997091845
446,Pat Connaughton,CHO,10739683.0,$10739683,connapa01,509,33,CHO,SG,0.9,0.447,0.5,0.404,0.4,0.515,0.571,0.3,0.65,0.4,1.1,1.5,0.4,0.3,0.0,2.6,,16.189456130780716
447,Rasheer Fleming,PHO,1272870.0,$5949688,flemira01,433,21,PHO,PF,1.6,0.405,0.8,0.346,0.8,0.494,0.509,0.3,0.559,1.0,1.2,2.3,0.3,0.4,0.4,4.3,,14.056784751350765
448,Maxime Raynaud,SAC,1272870.0,$3423787,raynama01,147,22,SAC,C,5.2,0.571,0.3,0.324,4.9,0.601,0.589,1.8,0.786,1.9,5.6,7.5,1.4,0.5,0.5,12.5,,14.056784751350765
449,Johni Broome,PHI,1272870.0,$3423787,broomjo01,570,23,PHI,C,0.4,0.167,0.0,0.0,0.4,0.211,0.167,0.2,0.333,0.6,0.8,1.5,0.4,0.3,0.2,0.9,,14.056784751350765
450,Noah Penda,ORL,1272870.0,$3423787,pendano01,458,21,ORL,SF,1.4,0.404,0.5,0.323,0.9,0.473,0.478,0.6,0.688,1.1,2.0,3.2,1.2,0.5,0.3,3.8,,14.056784751350765
451,Micah Peavy,NOP,1272870.0,$3423787,peavymi01,441,24,NOP,SG,1.7,0.385,0.5,0.259,1.3,0.467,0.436,0.4,0.759,0.8,1.2,1.9,1.0,0.7,0.1,4.3,,14.056784751350765
452,Adou Thiero,LAL,1272870.0,$3423787,thierad01,539,21,LAL,SF,0.6,0.516,0.0,0.333,0.6,0.536,0.532,0.6,0.636,0.4,0.8,1.1,0.4,0.3,0.1,1.9,,14.056784751350765
453,Will Richard,GSW,1272870.0,$3423787,richawi02,345,23,GSW,SG,2.3,0.468,1.0,0.335,1.3,0.679,0.571,0.7,0.852,1.0,1.5,2.5,1.3,1.2,0.1,6.4,,14.056784751350765
454,Tyrese Proctor,CLE,1272870.0,$3423787,proctty01,393,21,CLE,PG,1.9,0.413,0.9,0.351,0.9,0.5,0.516,0.8,0.889,0.2,1.1,1.3,1.5,0.5,0.0,5.4,,14.056784751350765
455,Mohamed Diawara,NYK,1272870.0,$1272870,diawamo01,467,20,NYK,SF,1.3,0.423,0.7,0.369,0.6,0.506,0.535,0.3,0.75,0.2,1.1,1.4,0.8,0.2,0.1,3.6,,14.056784751350765
456,Kam Jones,IND,1272870.0,$1272870,joneska03,427,23,IND,SG,1.8,0.402,0.6,0.293,1.2,0.489,0.467,0.1,0.5,0.4,1.2,1.6,3.2,0.5,0.0,4.4,,14.056784751350765
458,Olivier-Maxence Prosper,DAL,1002360.0,$3007080,prospol01,215,23,MEM,PF,3.6,0.549,1.1,0.405,2.5,0.653,0.634,1.6,0.754,1.1,2.4,3.5,1.0,0.8,0.2,10.0,,13.817867777537952
459,James Wiseman,IND,1131970.0,$1131970,wisemja01,481,24,IND,C,1.5,0.6,0.0,,1.5,0.6,0.6,0.3,0.5,1.3,0.8,2.0,0.8,0.0,0.3,3.3,,13.939470035627302
460,Jevon Carter,ORL,7680524.0,$871000,carteje01,343,30,2TM,PG,2.3,0.401,1.5,0.363,0.8,0.489,0.528,0.3,0.789,0.3,1.4,1.7,1.6,0.8,0.2,6.4,,15.854198331963017
460,Jevon Carter,ORL,7680524.0,$871000,carteje01,343,30,CHI,PG,1.8,0.398,1.4,0.41,0.4,0.36,0.553,0.4,1.0,0.2,0.9,1.1,0.8,0.6,0.1,5.4,,15.854198331963017
460,Jevon Carter,ORL,7680524.0,$871000,carteje01,343,30,ORL,PG,2.7,0.402,1.5,0.336,1.2,0.537,0.515,0.2,0.556,0.3,1.8,2.1,2.3,0.9,0.3,7.2,,15.854198331963017
461,Pat Spencer,GSW,857804.0,$857804,spencpa01,317,29,GSW,PG,2.8,0.427,0.9,0.357,1.9,0.47,0.495,0.7,0.772,0.8,1.6,2.4,3.5,0.7,0.1,7.2,,13.662130914145674
462,Kobe Bufkin,LAL,5480297.0,$976577,bufkiko01,495,22,LAL,SG,0.9,0.3,0.3,0.192,0.6,0.417,0.35,0.7,0.917,0.1,0.8,0.8,0.6,0.1,0.2,2.9,,15.516669854535882
463,Cam Thomas,MIL,6837779.0,$844607,thomaca02,131,24,2TM,SG,4.5,0.41,1.2,0.31,3.3,0.468,0.466,3.3,0.811,0.3,1.4,1.7,2.6,0.2,0.1,13.5,,15.737973529267466
463,Cam Thomas,MIL,6837779.0,$844607,thomaca02,131,24,BRK,SG,5.1,0.399,1.6,0.325,3.5,0.445,0.461,3.8,0.843,0.4,1.4,1.8,3.1,0.2,0.1,15.6,,15.737973529267466
463,Cam Thomas,MIL,6837779.0,$844607,thomaca02,131,24,MIL,SG,3.7,0.431,0.8,0.275,2.9,0.51,0.477,2.6,0.754,0.1,1.4,1.6,1.9,0.3,0.1,10.7,,15.737973529267466
464,Haywood Highsmith,PHO,6443984.0,$1827984,highsha01,390,29,PHO,SF,1.7,0.522,1.1,0.571,0.6,0.444,0.696,0.9,0.857,0.9,1.0,1.9,1.0,0.6,0.0,5.4,,15.678657540346062
465,Jeremy Sochan,NYK,7874853.0,$778622,sochaje01,466,22,2TM,PF,1.5,0.496,0.3,0.244,1.2,0.631,0.539,0.4,0.731,0.8,1.6,2.4,0.9,0.4,0.2,3.6,,15.87918507583508
465,Jeremy Sochan,NYK,7874853.0,$778622,sochaje01,466,22,SAS,PF,1.7,0.475,0.3,0.257,1.4,0.594,0.52,0.4,0.688,0.9,1.7,2.6,1.0,0.4,0.2,4.1,,15.87918507583508
465,Jeremy Sochan,NYK,7874853.0,$778622,sochaje01,466,22,NYK,PF,1.1,0.567,0.1,0.2,0.9,0.75,0.6,0.5,0.8,0.7,1.4,2.1,0.8,0.4,0.1,2.8,,15.87918507583508
466,Mike Conley,MIN,11499872.0,$725834,conlemi01,419,38,MIN,PG,1.3,0.335,1.0,0.337,0.3,0.327,0.465,0.8,0.9,0.3,1.4,1.7,2.9,0.6,0.3,4.5,,16.257846462836753
467,Bryce McGowens,NOP,724598.0,$3309137,mcgowbr01,281,23,NOP,SG,2.7,0.481,0.9,0.409,1.8,0.528,0.561,1.8,0.779,0.3,1.8,2.1,1.5,0.6,0.2,8.1,,13.493372297295776
468,Jabari Walker,PHI,724598.0,$724598,walkeja01,442,23,PHI,PF,1.5,0.455,0.5,0.337,1.0,0.551,0.531,0.8,0.735,1.1,1.9,3.0,0.5,0.4,0.2,4.3,,13.493372297295776
469,Nae'Qwan Tomlin,CLE,718150.0,$3129240,tomlina01,370,25,CLE,PF,2.3,0.478,0.4,0.235,1.9,0.618,0.521,0.7,0.77,1.3,1.6,2.9,0.8,0.6,0.5,5.8,,13.484433739859968
470,Jordan Miller,LAC,712637.0,$3210449,millejo02,213,26,LAC,SF,3.5,0.531,0.6,0.345,2.9,0.602,0.579,2.3,0.777,0.8,2.2,3.0,2.3,0.8,0.2,10.0,,13.476727453343132
471,Cameron Payne,PHI,712637.0,$712637,payneca01,310,31,PHI,PG,2.5,0.376,1.5,0.33,1.1,0.462,0.483,0.9,0.864,0.1,1.9,2.0,2.6,1.1,0.3,7.4,,13.476727453343132
472,E.J. Liddell,PHO,706898.0,$1413796,liddeej01,373,25,BRK,PF,2.1,0.486,0.7,0.346,1.4,0.61,0.568,0.8,0.808,0.5,2.1,2.7,0.9,0.2,0.4,5.7,,13.468641662900552
473,Caleb Houstan,ATL,699440.0,$699440,houstca01,521,23,ATL,SF,0.8,0.538,0.6,0.524,0.2,0.6,0.75,0.2,1.0,0.3,0.3,0.6,0.2,0.1,0.1,2.3,,13.458035293854772
474,Sidy Cissoko,POR,686243.0,$686243,cissosi01,405,21,POR,SF,1.8,0.398,0.8,0.298,1.0,0.544,0.487,0.8,0.659,0.8,1.4,2.2,1.5,0.7,0.3,5.1,,13.438987071389555
476,Spencer Jones,DEN,623967.0,$623967,jonessp01,385,24,DEN,SF,2.1,0.504,0.9,0.396,1.2,0.636,0.613,0.5,0.608,1.2,2.1,3.3,0.8,0.8,0.5,5.5,,13.34385276133774
